"DocumentDate"	"SalePrice"	"PropertyID"	"PropertyType"	"ym"	"zhvi_px"	"zhvi_idx"	"AdjSalePrice"	"NbrLivingUnits"	"SqFtLot"	"SqFtTotLiving"	"SqFtFinBasement"	"Bathrooms"	"Bedrooms"	"BldgGrade"	"YrBuilt"	"YrRenovated"	"TrafficNoise"	"LandVal"	"ImpsVal"	"ZipCode"	"NewConstruction"
"10413"	"2006-09-22"	211220	3276050250	"Single Family"	"2006-09-01"	414800	0.953125	221608	1	10189	2160	700	2.75	4	8	1977	0	0	87000	184000	98092	FALSE
"10414"	"2008-02-27"	425000	3276080220	"Single Family"	"2008-02-01"	418400	0.961397058823529	442065	1	18860	2150	0	2	3	8	1997	0	0	92000	209000	98092	FALSE
"10415"	"2007-02-07"	349000	3276180140	"Single Family"	"2007-02-01"	427800	0.982996323529412	355037	1	9134	1380	500	1.75	3	7	1981	0	0	167000	172000	98056	FALSE
"10416"	"2011-03-25"	258900	3276180290	"Single Family"	"2011-03-01"	321600	0.738970588235294	350352	1	8384	1420	440	2	4	7	1980	0	0	167000	122000	98056	FALSE
"10417"	"2006-02-16"	305000	3276200140	"Single Family"	"2006-02-01"	387600	0.890625	342456	1	9379	1680	550	2	3	7	1965	0	0	90000	206000	98055	FALSE
"10418"	"2009-10-14"	249950	3276900010	"Single Family"	"2009-10-01"	351200	0.806985294117647	309733	1	9571	1010	0	1.5	3	7	1968	0	0	90000	154000	98055	FALSE
"10419"	"2013-04-18"	735000	3276920350	"Single Family"	"2013-04-01"	356000	0.818014705882353	898517	1	31510	3380	0	3	4	10	1991	0	0	325000	443000	98075	FALSE
"10420"	"2007-11-29"	772000	3276920570	"Single Family"	"2007-11-01"	428400	0.984375	784254	1	36356	3190	0	2.5	4	10	1989	0	0	352000	411000	98075	FALSE
"10421"	"2011-03-08"	553000	3276920570	"Single Family"	"2011-03-01"	321600	0.738970588235294	748338	1	36356	3190	0	2.5	4	10	1989	0	0	352000	411000	98075	FALSE
"10422"	"2006-05-25"	520917	3276930240	"Single Family"	"2006-05-01"	400600	0.920496323529412	565909	1	35223	2460	270	2.5	3	9	1988	0	0	366000	263000	98075	FALSE
"10423"	"2009-05-05"	572500	3276930330	"Single Family"	"2009-05-01"	360700	0.828814338235294	690746	1	35898	2600	0	2.5	4	9	1988	0	0	366000	267000	98075	FALSE
"10424"	"2007-06-11"	769250	3276930370	"Single Family"	"2007-06-01"	433200	0.995404411764706	772801	1	37522	2850	0	2.5	4	9	1987	0	0	318000	310000	98075	FALSE
"10425"	"2011-11-01"	640000	3276940020	"Single Family"	"2011-11-01"	312200	0.717371323529412	892146	1	15051	3120	0	3	4	10	1998	0	0	276000	487000	98075	FALSE
"10426"	"2006-09-22"	324000	3276970040	"Single Family"	"2006-09-01"	414800	0.953125	339934	1	14603	1420	0	1.5	3	7	1984	0	0	97000	140000	98031	FALSE
"10427"	"2006-02-17"	345000	3276980040	"Single Family"	"2006-02-01"	387600	0.890625	387368	1	14608	1510	0	2.25	3	7	1987	0	0	97000	154000	98031	FALSE
"10428"	"2006-06-01"	400000	3277800725	"Single Family"	"2006-06-01"	404400	0.929227941176471	430465	1	2924	2120	1060	1.75	2	7	1929	0	0	81000	326000	98126	FALSE
"10429"	"2008-04-15"	355000	3277800725	"Single Family"	"2008-04-01"	411700	0.946001838235294	375264	1	2924	2120	1060	1.75	2	7	1929	0	0	81000	326000	98126	TRUE
"10430"	"2008-01-23"	274950	3277800727	"Townhouse"	"2008-01-01"	421900	0.969439338235294	283618	1	847	1150	190	1.5	3	7	2007	0	0	65000	171000	98126	TRUE
"10431"	"2008-01-08"	283454	3277800729	"Townhouse"	"2008-01-01"	421900	0.969439338235294	292390	1	1174	1170	330	1.5	3	7	2007	0	0	75000	165000	98126	TRUE
"10437"	"2007-05-22"	430000	3277800820	"Townhouse"	"2007-05-01"	432100	0.992876838235294	433085	1	1498	1490	300	2	2	7	2009	0	0	75000	207000	98126	FALSE
"10441"	"2007-08-07"	302888	3277800835	"Single Family"	"2007-08-01"	434600	0.998621323529412	303306	1	3044	1640	820	2	4	7	1965	0	0	88000	274000	98126	TRUE
"10442"	"2013-11-19"	331000	3277801410	"Townhouse"	"2013-11-01"	382600	0.879136029411765	376506	1	1464	1380	220	2.5	3	8	2012	0	0	75000	265000	98126	FALSE
"10445"	"2007-05-09"	405000	3277801430	"Single Family"	"2007-05-01"	432100	0.992876838235294	407906	1	3588	1380	0	2	3	7	1929	0	0	91000	322000	98126	FALSE
"10447"	"2006-05-12"	261000	3277801437	"Townhouse"	"2006-05-01"	400600	0.920496323529412	283543	1	1666	1240	180	2.5	3	7	1999	0	0	75000	164000	98126	TRUE
"10448"	"2007-08-20"	463500	3277801440	"Single Family"	"2007-08-01"	434600	0.998621323529412	464140	1	3788	1430	0	1.5	3	6	1959	0	0	91000	204000	98126	FALSE
"10449"	"2009-06-30"	250000	3277801440	"Single Family"	"2009-06-01"	357100	0.820542279411765	304677	1	3788	1430	0	1.5	3	6	1959	0	0	91000	204000	98126	FALSE
"10450"	"2009-09-30"	221500	3277801448	"Townhouse"	"2009-09-01"	351800	0.808363970588235	274010	1	889	1020	300	2	3	7	2009	0	0	65000	157000	98126	TRUE
"10452"	"2006-04-04"	308000	3277801640	"Single Family"	"2006-04-01"	396500	0.911075367647059	338062	1	3245	2290	600	1.5	4	8	1929	0	1	82000	332000	98126	FALSE
"10453"	"2007-04-11"	274950	3277801646	"Townhouse"	"2007-04-01"	430900	0.990119485294118	277694	1	1204	1020	300	2	3	7	2004	0	1	71000	155000	98126	FALSE
"10454"	"2006-03-30"	423812	3278600010	"Single Family"	"2006-03-01"	392100	0.900965073529412	470398	1	2661	2130	0	2.5	4	7	2006	0	0	71000	426000	98126	TRUE
"10455"	"2006-09-14"	496780	3278600010	"Single Family"	"2006-09-01"	414800	0.953125	521212	1	2661	2130	0	2.5	4	7	2006	0	0	71000	426000	98126	FALSE
"10456"	"2006-04-19"	405549	3278600020	"Single Family"	"2006-04-01"	396500	0.911075367647059	445132	1	2450	1800	0	2.5	3	7	2006	0	0	71000	406000	98126	TRUE
"10457"	"2006-07-10"	433990	3278600030	"Single Family"	"2006-07-01"	407700	0.936810661764706	463263	1	2660	2130	0	2.5	4	7	2006	0	0	71000	426000	98126	TRUE
"10458"	"2006-05-18"	427908	3278600070	"Single Family"	"2006-05-01"	400600	0.920496323529412	464867	1	3287	2130	0	2.5	4	7	2006	0	0	77000	426000	98126	TRUE
"10459"	"2008-02-14"	380000	3278600180	"Townhouse"	"2008-02-01"	418400	0.961397058823529	395258	1	2925	1580	0	2.5	3	7	2007	0	0	81000	257000	98126	TRUE
"10460"	"2007-08-15"	381343	3278600240	"Townhouse"	"2007-08-01"	434600	0.998621323529412	381869	1	2958	1400	0	2.5	2	7	2007	0	0	81000	248000	98126	TRUE
"10461"	"2008-01-08"	519000	3278600280	"Single Family"	"2008-01-01"	421900	0.969439338235294	535361	1	3795	2150	0	2.5	3	7	2007	0	0	91000	369000	98126	TRUE
"10462"	"2007-11-06"	520000	3278600300	"Single Family"	"2007-11-01"	428400	0.984375	528254	1	4380	2190	0	2.5	3	7	2007	0	0	95000	372000	98126	TRUE
"10463"	"2007-11-01"	529990	3278600320	"Single Family"	"2007-11-01"	428400	0.984375	538403	1	4084	2150	0	2.5	3	7	2007	0	0	95000	367000	98126	TRUE
"10470"	"2008-02-19"	600000	3278600590	"Single Family"	"2008-02-01"	418400	0.961397058823529	624092	1	2477	2500	800	3.5	4	8	2007	0	0	86000	381000	98126	TRUE
"10471"	"2007-12-31"	446547	3278600600	"Single Family"	"2007-12-01"	425200	0.977022058823529	457049	1	1822	1420	0	2.5	3	7	2007	0	0	75000	304000	98126	FALSE
"10472"	"2007-11-13"	590000	3278600650	"Single Family"	"2007-11-01"	428400	0.984375	599365	1	2912	2550	800	3.5	4	8	2007	0	0	86000	388000	98126	TRUE
"10473"	"2012-03-14"	168300	3278600670	"Townhouse"	"2012-03-01"	313600	0.720588235294118	233559	1	1730	1140	130	1	2	7	2007	0	0	75000	223000	98126	FALSE
"10474"	"2007-07-24"	313950	3278600680	"Townhouse"	"2007-07-01"	434200	0.997702205882353	314673	1	1456	1170	100	1.5	1	7	2007	0	0	75000	232000	98126	TRUE
"10475"	"2007-07-19"	328066	3278600710	"Townhouse"	"2007-07-01"	434200	0.997702205882353	328822	1	1157	1010	60	1.5	1	7	2007	0	0	75000	222000	98126	TRUE
"10476"	"2007-12-27"	313950	3278600740	"Townhouse"	"2007-12-01"	425200	0.977022058823529	321334	1	1172	1010	60	1.5	1	7	2007	0	0	75000	222000	98126	TRUE
"10477"	"2007-11-13"	319950	3278600750	"Townhouse"	"2007-11-01"	428400	0.984375	325029	1	1688	1180	110	1.5	1	7	2007	0	0	75000	231000	98126	TRUE
"10478"	"2007-03-26"	406950	3278600770	"Townhouse"	"2007-03-01"	429600	0.987132352941177	412255	1	1592	1380	0	2.5	3	7	2007	0	0	75000	248000	98126	TRUE
"10479"	"2010-09-02"	225000	3278600770	"Townhouse"	"2010-09-01"	337200	0.774816176470588	290391	1	1592	1380	0	2.5	3	7	2007	0	0	75000	248000	98126	FALSE
"10480"	"2007-03-28"	415000	3278600780	"Single Family"	"2007-03-01"	429600	0.987132352941177	420410	1	1998	1360	0	2.5	3	7	2007	0	0	75000	258000	98126	TRUE
"10481"	"2007-02-09"	301950	3278600820	"Townhouse"	"2007-02-01"	427800	0.982996323529412	307173	1	2081	1020	80	1	1	7	2007	0	0	81000	213000	98126	TRUE
"10482"	"2007-04-03"	555000	3278600840	"Single Family"	"2007-04-01"	430900	0.990119485294118	560538	1	2953	2410	770	3.5	4	8	2007	0	0	86000	372000	98126	TRUE
"10486"	"2007-09-26"	399000	3278601910	"Townhouse"	"2007-09-01"	433500	0.99609375	400565	1	1788	1570	260	3.25	2	7	2006	0	0	75000	255000	98126	TRUE
"10487"	"2007-01-26"	349990	3278601930	"Townhouse"	"2007-01-01"	425600	0.977941176470588	357885	1	1604	1560	290	2.25	2	7	2006	0	0	75000	254000	98126	TRUE
"10488"	"2007-01-01"	389990	3278601940	"Townhouse"	"2007-01-01"	425600	0.977941176470588	398787	1	2031	1570	260	3	3	7	2006	0	0	81000	258000	98126	TRUE
"10489"	"2007-02-01"	399990	3278601960	"Townhouse"	"2007-02-01"	427800	0.982996323529412	406909	1	2039	1570	260	3.25	2	7	2006	0	0	81000	257000	98126	TRUE
"10490"	"2007-01-23"	389990	3278601970	"Townhouse"	"2007-01-01"	425600	0.977941176470588	398787	1	2043	1570	260	3.25	2	7	2006	0	0	81000	258000	98126	TRUE
"10491"	"2007-04-20"	389990	3278601990	"Townhouse"	"2007-04-01"	430900	0.990119485294118	393882	1	2519	1570	280	2.5	3	7	2006	0	0	81000	253000	98126	TRUE
"10492"	"2014-02-06"	347900	3278601990	"Townhouse"	"2014-02-01"	389800	0.895680147058823	388420	1	2519	1570	280	2.5	3	7	2006	0	0	81000	253000	98126	FALSE
"10493"	"2007-04-12"	419990	3278602040	"Townhouse"	"2007-04-01"	430900	0.990119485294118	424181	1	2048	1570	280	3.25	3	7	2006	0	0	81000	258000	98126	TRUE
"10494"	"2010-08-30"	330000	3278602040	"Townhouse"	"2010-08-01"	339900	0.781020220588235	422524	1	2048	1570	280	3.25	3	7	2006	0	0	81000	258000	98126	FALSE
"10495"	"2014-10-21"	346500	3278602040	"Townhouse"	"2014-10-01"	407400	0.936121323529412	370144	1	2048	1570	280	3.25	3	7	2006	0	0	81000	258000	98126	FALSE
"10496"	"2007-02-27"	369990	3278602080	"Townhouse"	"2007-02-01"	427800	0.982996323529412	376390	1	2937	1560	290	2.25	3	7	2006	0	0	81000	252000	98126	TRUE
"10497"	"2011-03-30"	246950	3278602080	"Townhouse"	"2011-03-01"	321600	0.738970588235294	334181	1	2937	1560	290	2.25	3	7	2006	0	0	81000	252000	98126	FALSE
"10498"	"2007-09-27"	444000	3278602090	"Townhouse"	"2007-09-01"	433500	0.99609375	445741	1	2912	1570	260	3.25	2	7	2006	0	0	81000	258000	98126	FALSE
"10499"	"2007-01-30"	369990	3278602110	"Townhouse"	"2007-01-01"	425600	0.977941176470588	378336	1	1701	1560	290	2.25	2	7	2006	0	0	75000	254000	98126	TRUE
"10500"	"2007-05-23"	384990	3278602150	"Townhouse"	"2007-05-01"	432100	0.992876838235294	387752	1	1695	1559	294	2.25	2	7	2006	0	0	75000	251000	98126	TRUE
"10501"	"2006-08-08"	399990	3278602170	"Townhouse"	"2006-08-01"	411100	0.944623161764706	423439	1	1705	1560	290	2.25	3	7	2006	0	0	75000	253000	98126	TRUE
"10502"	"2008-06-12"	338114	3278602170	"Townhouse"	"2008-06-01"	403200	0.926470588235294	364948	1	1705	1560	290	2.25	3	7	2006	0	0	75000	253000	98126	TRUE
"10503"	"2006-12-19"	484990	3278602180	"Townhouse"	"2006-12-01"	423400	0.972886029411765	498506	1	1956	1690	350	3.25	3	7	2006	0	0	75000	261000	98126	TRUE
"10504"	"2007-04-19"	399990	3278602190	"Townhouse"	"2007-04-01"	430900	0.990119485294118	403982	1	1592	1460	330	3.25	3	7	2006	0	0	75000	250000	98126	TRUE
"10506"	"2006-06-27"	374990	3278602210	"Townhouse"	"2006-06-01"	404400	0.929227941176471	403550	1	1441	1550	330	3.25	3	7	2006	0	0	75000	254000	98126	TRUE
"10508"	"2007-06-25"	424950	3278602440	"Townhouse"	"2007-06-01"	433200	0.995404411764706	426912	1	1879	1750	0	2.25	2	7	2007	0	0	75000	264000	98126	TRUE
"10509"	"2007-05-25"	254990	3278602450	"Townhouse"	"2007-05-01"	432100	0.992876838235294	256819	1	1444	820	60	1	1	7	2007	0	0	75000	203000	98126	TRUE
"10510"	"2006-12-20"	404000	3278602460	"Townhouse"	"2006-12-01"	423400	0.972886029411765	415259	1	1181	1790	0	2.5	3	7	2007	0	0	75000	268000	98126	TRUE
"10511"	"2009-11-17"	304000	3278602460	"Townhouse"	"2009-11-01"	350900	0.806295955882353	377033	1	1181	1790	0	2.5	3	7	2007	0	0	75000	268000	98126	FALSE
"10512"	"2007-03-16"	445000	3278602470	"Townhouse"	"2007-03-01"	429600	0.987132352941177	450801	1	1607	1860	0	2.5	3	7	2007	0	0	75000	271000	98126	TRUE
"10513"	"2006-12-20"	425000	3278602480	"Townhouse"	"2006-12-01"	423400	0.972886029411765	436845	1	1977	1780	0	2.5	3	7	2007	0	0	75000	268000	98126	TRUE
"10514"	"2006-12-19"	419990	3278602490	"Townhouse"	"2006-12-01"	423400	0.972886029411765	431695	1	1754	1780	0	2.5	3	7	2007	0	0	75000	268000	98126	TRUE
"10515"	"2007-02-01"	429990	3278602510	"Townhouse"	"2007-02-01"	427800	0.982996323529412	437428	1	1918	1780	0	2.5	3	7	2007	0	0	75000	244000	98126	TRUE
"10516"	"2007-03-20"	449990	3278602530	"Townhouse"	"2007-03-01"	429600	0.987132352941177	455856	1	1501	1860	0	2.5	3	7	2007	0	0	75000	271000	98126	TRUE
"10517"	"2008-10-02"	360000	3278602530	"Townhouse"	"2008-10-01"	390600	0.897518382352941	401106	1	1501	1860	0	2.5	3	7	2007	0	0	75000	271000	98126	TRUE
"10518"	"2007-01-30"	398480	3278602560	"Townhouse"	"2007-01-01"	425600	0.977941176470588	407468	1	1569	1860	0	2.5	3	7	2007	0	0	75000	271000	98126	TRUE
"10519"	"2008-01-31"	439900	3278602560	"Townhouse"	"2008-01-01"	421900	0.969439338235294	453767	1	1569	1860	0	2.5	3	7	2007	0	0	75000	271000	98126	FALSE
"10520"	"2012-12-28"	275000	3278602560	"Townhouse"	"2012-12-01"	339400	0.779871323529412	352622	1	1569	1860	0	2.5	3	7	2007	0	0	75000	271000	98126	FALSE
"10521"	"2007-11-29"	429950	3278602570	"Townhouse"	"2007-11-01"	428400	0.984375	436775	1	1096	1790	0	2.5	3	7	2007	0	0	75000	268000	98126	TRUE
"10522"	"2007-06-01"	252490	3278602660	"Townhouse"	"2007-06-01"	433200	0.995404411764706	253656	1	1060	820	60	1	1	7	2007	0	0	75000	151000	98126	TRUE
"10523"	"2007-05-25"	254365	3278602670	"Townhouse"	"2007-05-01"	432100	0.992876838235294	256190	1	1060	820	60	1	1	7	2007	0	0	75000	203000	98126	TRUE
"10524"	"2007-06-11"	390000	3278602760	"Townhouse"	"2007-06-01"	433200	0.995404411764706	391801	1	1853	1770	0	2.5	2	7	2007	0	0	75000	266000	98126	TRUE
"10525"	"2006-04-20"	415190	3278602790	"Single Family"	"2006-04-01"	396500	0.911075367647059	455714	1	3294	1800	0	2.5	3	7	2006	0	0	88000	344000	98126	TRUE
"10526"	"2006-02-24"	383990	3278602800	"Single Family"	"2006-02-01"	387600	0.890625	431147	1	2625	1600	0	2.5	3	7	2006	0	0	81000	333000	98126	TRUE
"10527"	"2006-03-07"	373990	3278602820	"Single Family"	"2006-03-01"	392100	0.900965073529412	415099	1	2310	1600	0	2.5	3	7	2006	0	0	81000	333000	98126	TRUE
"10528"	"2006-03-27"	393990	3278602850	"Single Family"	"2006-03-01"	392100	0.900965073529412	437298	1	2310	1800	0	2.5	3	7	2006	0	0	81000	343000	98126	TRUE
"10531"	"2006-08-01"	441426	3278603030	"Single Family"	"2006-08-01"	411100	0.944623161764706	467304	1	2257	2440	510	3	3	7	2006	0	0	81000	371000	98126	TRUE
"10533"	"2007-03-10"	489201	3278603970	"Single Family"	"2007-03-01"	429600	0.987132352941177	495578	1	2722	1600	0	2.25	2	7	2006	0	0	81000	339000	98126	TRUE
"10534"	"2007-03-23"	479990	3278603990	"Single Family"	"2007-03-01"	429600	0.987132352941177	486247	1	2945	1600	0	2.25	2	7	2006	0	0	81000	339000	98126	TRUE
"10535"	"2007-02-15"	329990	3278604000	"Single Family"	"2007-02-01"	427800	0.982996323529412	335698	1	1414	1240	220	1.75	2	7	2006	0	0	75000	275000	98126	TRUE
"10536"	"2012-10-11"	235000	3278604010	"Townhouse"	"2012-10-01"	332400	0.763786764705882	307677	1	1414	1240	220	1	1	7	2006	0	0	75000	258000	98126	FALSE
"10539"	"2012-01-12"	229990	3278604400	"Townhouse"	"2012-01-01"	311600	0.715992647058823	321218	1	1073	1380	240	2.5	2	7	2011	0	0	75000	219000	98126	TRUE
"10566"	"2007-07-17"	297000	3279000360	"Single Family"	"2007-07-01"	434200	0.997702205882353	297684	1	7420	1390	0	1.5	3	7	1980	0	0	58000	150000	98023	FALSE
"10567"	"2010-12-31"	185000	3279000360	"Single Family"	"2010-12-01"	330600	0.759650735294118	243533	1	7420	1390	0	1.5	3	7	1980	0	0	58000	150000	98023	FALSE
"10568"	"2013-11-11"	169950	3279000370	"Single Family"	"2013-11-01"	382600	0.879136029411765	193315	1	7350	1500	440	2.5	3	7	1979	0	0	58000	106000	98023	FALSE
"10569"	"2006-01-19"	264000	3279000590	"Single Family"	"2006-01-01"	383200	0.880514705882353	299825	1	7134	1580	440	2	3	7	1980	0	0	58000	162000	98023	FALSE
"10570"	"2006-04-19"	434950	3279050030	"Single Family"	"2006-04-01"	396500	0.911075367647059	477403	1	17070	3014	1260	2.5	3	8	2004	0	0	90000	258000	98023	FALSE
"10571"	"2006-02-09"	299999	3281300160	"Single Family"	"2006-02-01"	387600	0.890625	336841	1	19110	1720	0	2.5	3	7	1912	1992	3	77000	204000	98027	FALSE
"10572"	"2014-09-04"	575000	3286800110	"Single Family"	"2014-09-01"	405100	0.930836397058823	617724	1	53578	2980	750	1.75	5	9	1976	0	0	181000	386000	98027	FALSE
"10574"	"2008-01-22"	740000	3286800260	"Single Family"	"2008-01-01"	421900	0.969439338235294	763328	1	74052	3480	1500	2.5	5	8	1972	0	0	188000	373000	98027	FALSE
"10575"	"2006-09-18"	690000	3286800370	"Single Family"	"2006-09-01"	414800	0.953125	723934	1	40341	4020	1850	3.25	5	8	1970	0	0	162000	442000	98027	FALSE
"10576"	"2013-05-03"	555000	3286800370	"Single Family"	"2013-05-01"	360700	0.828814338235294	669631	1	40341	4020	1850	3.25	5	8	1970	0	0	162000	442000	98027	FALSE
"10577"	"2006-04-14"	430000	3288000100	"Single Family"	"2006-04-01"	396500	0.911075367647059	471970	1	8000	3030	820	2.5	4	8	1997	0	0	122000	293000	98038	FALSE
"10578"	"2007-08-22"	435000	3288100050	"Single Family"	"2007-08-01"	434600	0.998621323529412	435601	1	7200	1600	0	1.75	4	7	1966	0	0	143000	230000	98034	FALSE
"10579"	"2009-06-26"	480000	3288100290	"Single Family"	"2009-06-01"	357100	0.820542279411765	584979	1	9576	3230	0	2.75	3	8	1966	0	0	151000	423000	98034	FALSE
"10580"	"2008-01-30"	749950	3288100350	"Single Family"	"2008-01-01"	421900	0.969439338235294	773591	1	8234	3050	0	3.75	8	8	1966	0	0	143000	408000	98034	FALSE
"10581"	"2006-03-01"	450000	3288100710	"Single Family"	"2006-03-01"	392100	0.900965073529412	499464	1	9975	2460	960	3	5	8	1966	0	0	151000	356000	98034	FALSE
"10582"	"2007-10-03"	400000	3288200360	"Single Family"	"2007-10-01"	431300	0.991038602941177	403617	1	11484	2160	0	1	3	7	1968	0	0	158000	292000	98034	FALSE
"10583"	"2007-09-04"	436000	3288200770	"Single Family"	"2007-09-01"	433500	0.99609375	437710	1	7875	2340	1170	3	5	7	1973	0	2	114000	373000	98034	FALSE
"10584"	"2008-12-24"	399000	3288200930	"Single Family"	"2008-12-01"	381600	0.876838235294118	455044	1	8400	2400	0	1.75	3	8	1967	0	0	143000	323000	98034	FALSE
"10585"	"2009-01-08"	525000	3288300390	"Single Family"	"2009-01-01"	378200	0.869025735294118	604125	1	10919	2720	580	3	6	8	1972	1991	0	151000	492000	98034	FALSE
"10586"	"2006-07-11"	432600	3288300750	"Single Family"	"2006-07-01"	407700	0.936810661764706	461780	1	7875	1970	670	2.75	4	7	1969	0	2	114000	189000	98034	FALSE
"10587"	"2007-03-27"	380000	3288300830	"Single Family"	"2007-03-01"	429600	0.987132352941177	384953	1	10876	1740	640	1.75	3	7	1972	0	1	134000	247000	98034	FALSE
"10588"	"2007-07-13"	435000	3288301000	"Single Family"	"2007-07-01"	434200	0.997702205882353	436002	1	9366	1260	0	1.75	3	7	1969	0	0	151000	204000	98034	FALSE
"10589"	"2006-07-26"	539400	3288301010	"Single Family"	"2006-07-01"	407700	0.936810661764706	575783	1	6825	2890	1330	2.75	4	8	1973	0	0	136000	331000	98034	FALSE
"10590"	"2012-02-03"	320000	3288301050	"Single Family"	"2012-02-01"	312300	0.717601102941177	445930	1	15750	3010	1450	2.75	4	8	1973	0	0	155000	387000	98034	FALSE
"10591"	"2007-07-30"	469950	3288301410	"Single Family"	"2007-07-01"	434200	0.997702205882353	471032	1	7560	2110	0	2.25	4	8	1974	0	0	143000	353000	98034	FALSE
"10592"	"2006-02-21"	447000	3290800205	"Single Family"	"2006-02-01"	387600	0.890625	501895	1	4120	1900	650	1.75	3	7	1985	0	0	299000	235000	98115	FALSE
"10593"	"2006-03-20"	840000	3291500060	"Single Family"	"2006-03-01"	392100	0.900965073529412	932334	2	46548	3270	0	3.25	5	9	1985	0	0	638000	388000	98034	FALSE
"10594"	"2006-09-04"	390950	3291800030	"Single Family"	"2006-09-01"	414800	0.953125	410177	1	7800	2090	700	2.75	4	7	1986	0	0	160000	149000	98056	FALSE
"10595"	"2007-04-27"	395000	3291800190	"Single Family"	"2007-04-01"	430900	0.990119485294118	398942	1	7875	1950	650	2.5	3	7	1984	0	0	160000	154000	98056	FALSE
"10596"	"2010-04-07"	277500	3291800510	"Single Family"	"2010-04-01"	349100	0.802159926470588	345941	1	7650	1420	320	2	3	7	1984	0	0	160000	124000	98056	FALSE
"10597"	"2006-03-28"	369000	3291800550	"Single Family"	"2006-03-01"	392100	0.900965073529412	409561	1	7971	2170	890	2.75	4	7	1980	0	0	160000	151000	98056	FALSE
"10598"	"2008-04-18"	350000	3291800630	"Single Family"	"2008-04-01"	411700	0.946001838235294	369978	1	8424	1950	600	2.75	3	7	1986	0	0	160000	149000	98056	FALSE
"10599"	"2006-07-12"	384990	3291800710	"Single Family"	"2006-07-01"	407700	0.936810661764706	410958	1	7500	2090	720	3	4	7	1986	0	0	160000	151000	98056	FALSE
"10600"	"2014-02-13"	325000	3293700105	"Multiplex"	"2014-02-01"	389800	0.895680147058823	362853	2	10318	1600	670	2	3	7	1941	0	0	163000	150000	98133	FALSE
"10601"	"2013-07-15"	545000	3293700180	"Single Family"	"2013-07-01"	370700	0.851792279411765	639827	1	7370	2930	0	2.5	4	8	2005	0	0	153000	386000	98133	FALSE
"10602"	"2006-07-13"	444950	3293700270	"Single Family"	"2006-07-01"	407700	0.936810661764706	474963	1	6140	2310	1100	1.75	4	8	1957	0	0	153000	305000	98133	FALSE
"10603"	"2010-11-01"	432500	3293700271	"Single Family"	"2010-11-01"	332700	0.764476102941177	565747	1	10929	2670	1250	3.25	5	8	1973	0	0	172000	271000	98133	FALSE
"10604"	"2006-03-13"	439500	3293700420	"Single Family"	"2006-03-01"	392100	0.900965073529412	487810	1	7200	2100	700	3	5	7	2005	0	1	146000	261000	98133	TRUE
"10605"	"2006-12-27"	385000	3293800260	"Single Family"	"2006-12-01"	423400	0.972886029411765	395730	1	7861	1530	0	1.5	3	8	1961	0	0	153000	227000	98133	FALSE
"10606"	"2007-06-26"	266000	3294700030	"Single Family"	"2007-06-01"	433200	0.995404411764706	267228	1	8700	1390	550	1.75	3	7	1912	0	2	150000	134000	98055	FALSE
"10607"	"2006-06-14"	259500	3294700101	"Single Family"	"2006-06-01"	404400	0.929227941176471	279264	1	6500	1050	0	1.75	2	6	1925	0	0	127000	146000	98055	FALSE
"10608"	"2009-10-14"	260000	3294700101	"Single Family"	"2009-10-01"	351200	0.806985294117647	322187	1	6500	1050	0	1.75	2	6	1925	0	0	127000	146000	98055	FALSE
"10609"	"2010-05-21"	325000	3294700160	"Single Family"	"2010-05-01"	347800	0.799172794117647	406671	1	11050	1880	700	1.75	4	7	1961	0	0	173000	224000	98055	FALSE
"10610"	"2009-05-27"	235000	3294700310	"Single Family"	"2009-05-01"	360700	0.828814338235294	283538	1	8125	750	0	1	2	6	1943	0	0	115000	135000	98055	FALSE
"10611"	"2006-11-07"	465000	3294700430	"Single Family"	"2006-11-01"	421200	0.967830882352941	480456	1	10075	2380	840	2.25	3	7	1969	0	0	115000	261000	98055	FALSE
"10612"	"2006-04-04"	410000	3294700441	"Single Family"	"2006-04-01"	396500	0.911075367647059	450018	1	6500	2310	0	1.75	4	8	1910	1986	0	97000	291000	98055	FALSE
"10613"	"2007-04-17"	424500	3295450030	"Single Family"	"2007-04-01"	430900	0.990119485294118	428736	1	4554	1950	0	2.5	4	7	2000	0	0	156000	195000	98056	FALSE
"10614"	"2006-07-26"	380000	3295450080	"Single Family"	"2006-07-01"	407700	0.936810661764706	405632	1	5064	1780	0	2.5	4	7	2000	0	0	156000	191000	98056	FALSE
"10615"	"2009-05-07"	384000	3295450080	"Single Family"	"2009-05-01"	360700	0.828814338235294	463312	1	5064	1780	0	2.5	4	7	2000	0	0	156000	191000	98056	FALSE
"10616"	"2006-01-20"	341000	3295450110	"Single Family"	"2006-01-01"	383200	0.880514705882353	387273	1	4598	1950	0	2.5	4	7	2000	0	2	142000	197000	98056	FALSE
"10617"	"2011-07-15"	800000	3295610060	"Single Family"	"2011-07-01"	314100	0.721737132352941	1108437	1	9712	4190	520	4.5	5	10	1999	0	0	274000	593000	98075	FALSE
"10618"	"2006-06-09"	789000	3295610130	"Single Family"	"2006-06-01"	404400	0.929227941176471	849092	1	14153	3620	0	2.5	4	10	1997	0	0	274000	527000	98075	FALSE
"10619"	"2012-08-13"	665000	3295610310	"Single Family"	"2012-08-01"	327500	0.752527573529412	883689	1	9500	3600	0	2.75	5	10	1997	0	0	287000	560000	98075	FALSE
