"","outcome","purpose_","dti","borrower_score","payment_inc_ratio"
"39258","paid off","major_purchase",2,0.6,6.95156
"36093","paid off","home_improvement",15.33,0.55,3.37138
"17337","default","debt_consolidation",9.82,0.6,13.4991
"44142","paid off","debt_consolidation",10.34,0.6,9.7322
"707","default","debt_consolidation",3.88,0.45,5.35946
"26558","paid off","debt_consolidation",15.97,0.65,3.09233
"14824","default","debt_consolidation",16.27,0.4,10.6469
"10930","default","debt_consolidation",25.17,0.4,6.94073
"39815","paid off","home_improvement",15.8,0.7,4.30813
"11383","default","debt_consolidation",27.35,0.3,14.9549
"37706","paid off","medical",12.2,0.6,2.35244
"6783","default","debt_consolidation",28.96,0.25,11.6576
"5620","default","other",13.58,0.4,7.96579
"37697","paid off","other",15.99,0.4,13.0851
"11031","default","debt_consolidation",28.86,0.4,7.50885
"12047","default","debt_consolidation",20.18,0.35,7.33633
"12793","default","debt_consolidation",25.85,0.35,15.2219
"18012","default","debt_consolidation",14.82,0.4,8.5044
"29866","paid off","debt_consolidation",9.57,0.45,8.68005
"8114","default","debt_consolidation",28.82,0.5,9.56331
"27842","paid off","debt_consolidation",16.8,0.5,11.3013
"12516","default","debt_consolidation",27.87,0.6,15.0309
"36988","paid off","home_improvement",16.24,0.6,4.38012
"8051","default","debt_consolidation",26.4,0.4,5.49391
"30592","paid off","debt_consolidation",13.56,0.7,9.55269
"30795","paid off","other",3.9,0.4,1.5516
"25350","paid off","debt_consolidation",14.35,0.7,7.88431
"28074","paid off","other",4.84,0.55,9.11325
"10466","default","debt_consolidation",15.66,0.4,4.43084
"3044","default","debt_consolidation",11.76,0.5,3.39105
"3140","default","small_business",17.97,0.45,10.6651
"44723","paid off","debt_consolidation",20.78,0.45,5.14283
"37205","paid off","credit_card",22.44,0.6,9.93891
"9836","default","debt_consolidation",21.9,0.6,8.62457
"43054","paid off","credit_card",11.42,0.5,10.466
"40297","paid off","credit_card",6.95,0.5,4.06708
"12131","default","debt_consolidation",26.98,0.35,10.1467
"37689","paid off","debt_consolidation",11.9,0.4,5.80514
"37659","paid off","debt_consolidation",2.04,0.9,6.3882
"8877","default","debt_consolidation",2.26,0.3,3.41745
"16873","default","debt_consolidation",17.33,0.4,4.85906
"43498","paid off","credit_card",19.55,0.4,12.2752
"17462","default","debt_consolidation",31.88,0.55,13.8533
"36546","paid off","credit_card",18.44,0.7,13.5314
"19502","default","debt_consolidation",24.87,0.35,15.4262
"17690","default","debt_consolidation",29.66,0.45,14.3145
"32162","paid off","debt_consolidation",11.62,0.55,3.98283
"184","default","other",12.94,0.4,3.72511
"37856","paid off","home_improvement",0.29,0.35,7.78549
"13311","default","debt_consolidation",21.13,0.4,18.6978
"26930","paid off","credit_card",19.65,0.8,6.04042
"14989","default","small_business",14.76,0.3,6.8444
"3152","default","debt_consolidation",6.68,0.5,3.11896
"20561","default","debt_consolidation",20.38,0.3,15.8146
"40699","paid off","home_improvement",2.92,0.75,5.382
"20089","default","major_purchase",21.91,0.6,11.58
"33997","paid off","debt_consolidation",7.6,0.7,3.82042
"19195","default","debt_consolidation",15.37,0.6,20.042
"25569","paid off","debt_consolidation",10.57,0.3,7.36937
"13187","default","credit_card",6.36,0.55,9.92338
"41995","paid off","debt_consolidation",22.24,0.35,14.1165
"38030","paid off","debt_consolidation",7.85,0.55,11.233
"42984","paid off","credit_card",21.08,0.45,7.80817
"11806","default","debt_consolidation",28.9,0.5,2.6115
"40178","paid off","debt_consolidation",10.11,0.6,6.91787
"23600","paid off","other",23.25,0.5,3.41153
"45036","paid off","debt_consolidation",0.7,0.8,6.36176
"26579","paid off","debt_consolidation",13.62,0.5,15.1092
"11868","default","debt_consolidation",24.69,0.4,9.46571
"27940","paid off","debt_consolidation",6.92,0.4,7.80621
"20888","default","credit_card",17.58,0.4,12.9233
"7409","default","home_improvement",12,0.35,6.45082
"36222","paid off","debt_consolidation",9.64,0.4,2.94936
"16639","default","major_purchase",19.39,0.45,5.259
"26323","paid off","other",9.73,0.5,3.53889
"43638","paid off","debt_consolidation",15.82,0.75,5.97792
"5218","default","home_improvement",5.77,0.55,22.2609
"43257","paid off","debt_consolidation",12.18,0.45,3.29326
"38758","paid off","debt_consolidation",17.9,0.45,15.9782
"23698","paid off","credit_card",7.16,0.55,8.55557
"27882","paid off","credit_card",34.01,0.2,6.87472
"43943","paid off","debt_consolidation",11.49,0.7,9.17767
"44665","paid off","credit_card",19.25,0.4,5.30776
"11045","default","debt_consolidation",18.33,0.5,9.23003
"15796","default","major_purchase",14.85,0.55,0.984105
"17446","default","debt_consolidation",28.37,0.2,17.088
"9202","default","debt_consolidation",12.87,0.5,4.36496
"37990","paid off","other",11.74,0.25,6.68854
"16970","default","credit_card",6.96,0.55,3.47126
"30863","paid off","major_purchase",25.96,0.3,4.83074
"6194","default","debt_consolidation",14.49,0.55,16.9698
"16707","default","debt_consolidation",29.53,0.5,10.6535
"5247","default","credit_card",13.12,0.65,5.92606
"23790","paid off","debt_consolidation",8.76,0.35,6.51657
"15831","default","credit_card",14.88,0.5,11.606
"37779","paid off","debt_consolidation",27.75,0.55,7.788
"32664","paid off","debt_consolidation",22.12,0.5,5.95553
"25305","paid off","credit_card",14.85,0.6,1.0281
"19640","default","debt_consolidation",20.53,0.4,7.29089
"14481","default","other",17.52,0.4,12.6971
"10839","default","debt_consolidation",22.36,0.25,15.5245
"29389","paid off","debt_consolidation",25.45,0.5,14.4074
"384","default","other",17.66,0.3,2.89872
"10437","default","debt_consolidation",10.84,0.35,5.99527
"18132","default","credit_card",12.14,0.65,10.8869
"29875","paid off","credit_card",23.9,0.6,18.4283
"42314","paid off","home_improvement",13.94,0.5,3.36694
"11220","default","debt_consolidation",17.72,0.45,13.052
"26176","paid off","debt_consolidation",17.34,0.6,16.3259
"31979","paid off","credit_card",7.35,0.65,5.03539
"15268","default","debt_consolidation",8.88,0.6,10.1383
"26957","paid off","home_improvement",12.93,0.7,9.62411
"31862","paid off","major_purchase",1.88,0.9,1.35535
"14511","default","other",15.6,0.45,7.8024
"39297","paid off","debt_consolidation",9.3,0.35,5.59415
"30283","paid off","credit_card",25.54,0.45,18.4883
"5012","default","credit_card",6.6,0.45,2.13
"8611","default","debt_consolidation",13.11,0.4,15.8209
"14032","default","debt_consolidation",21.94,0.35,11.5313
"25879","paid off","debt_consolidation",4.12,0.6,2.8519
"36410","paid off","debt_consolidation",9.05,0.35,13.094
"33603","paid off","debt_consolidation",13.24,0.4,2.5986
"7453","default","other",21.68,0.5,14.8076
"34338","paid off","debt_consolidation",3.56,0.5,5.67915
"6314","default","debt_consolidation",23.74,0.5,7.81432
"11013","default","debt_consolidation",23.48,0.65,13.1451
"8483","default","debt_consolidation",34.79,0.35,13.7132
"3276","default","home_improvement",18,0.3,1.02881
"17394","default","other",28.59,0.55,9.15707
"11328","default","debt_consolidation",14.11,0.5,9.35282
"43342","paid off","debt_consolidation",7.24,0.55,2.51321
"588","default","debt_consolidation",18.99,0.65,11.0613
"9228","default","credit_card",13.96,0.7,16.0234
"40601","paid off","home_improvement",11.52,0.45,6.63387
"21163","default","debt_consolidation",21.59,0.45,9.66923
"37215","paid off","debt_consolidation",20.83,0.6,11.853
"35602","paid off","debt_consolidation",14.08,0.6,13.1371
"15602","default","credit_card",21.29,0.2,8.15894
"11236","default","debt_consolidation",24.6,0.35,13.5631
"2322","default","small_business",15.47,0.4,5.83104
"21149","default","major_purchase",9.97,0.3,9.50633
"33082","paid off","debt_consolidation",14.66,0.4,6.75859
"6578","default","major_purchase",31.4,0.4,9.06137
"35637","paid off","credit_card",12.93,0.7,9.6339
"5920","default","debt_consolidation",24.36,0.35,3.77486
"10472","default","debt_consolidation",18.12,0.5,3.82458
"35383","paid off","debt_consolidation",14.88,0.55,11.929
"31607","paid off","small_business",10.69,0.6,9.4492
"2900","default","other",14.95,0.4,12.5007
"29269","paid off","credit_card",10.17,0.4,6.02608
"36774","paid off","debt_consolidation",13.66,0.25,12.8336
"1863","default","debt_consolidation",12.31,0.55,8.2716
"16069","default","debt_consolidation",13.52,0.5,7.43117
"40931","paid off","debt_consolidation",11.89,0.75,1.73612
"15627","default","debt_consolidation",22.69,0.4,4.73439
"2654","default","debt_consolidation",1.24,0.55,3.9148
"36867","paid off","debt_consolidation",3.35,0.65,3.91916
"6370","default","credit_card",30.66,0.65,11.5865
"8537","default","debt_consolidation",30.65,0.5,12.0676
"2447","default","debt_consolidation",16.94,0.55,5.93836
"36393","paid off","debt_consolidation",25.5,0.45,9.3855
"33444","paid off","debt_consolidation",3.3,0.55,5.01187
"34843","paid off","debt_consolidation",13.76,0.5,5.86463
"20110","default","debt_consolidation",8.78,0.25,4.82
"30844","paid off","major_purchase",11.41,0.4,10.3851
"3496","default","debt_consolidation",23.96,0.3,4.1004
"40096","paid off","credit_card",22.41,0.35,7.59665
"21480","default","debt_consolidation",20.55,0.45,4.99528
"18651","default","debt_consolidation",30.52,0.5,10.7362
"30996","paid off","debt_consolidation",21.26,0.5,9.0948
"15017","default","debt_consolidation",29.4,0.35,12.2627
"42424","paid off","credit_card",16.68,0.35,4.896
"20590","default","other",17.59,0.55,1.57045
"12844","default","debt_consolidation",28.2,0.55,12.0279
"38375","paid off","credit_card",16.63,0.35,8.318
"591","default","debt_consolidation",16.42,0.3,16.5284
"36562","paid off","debt_consolidation",11.3,0.6,10.3612
"26465","paid off","other",2.05,0.7,6.00937
"15785","default","debt_consolidation",6.43,0.8,4.02907
"21544","default","credit_card",20.91,0.45,16.4306
"43380","paid off","other",10.95,0.6,6.85224
"8503","default","debt_consolidation",9.62,0.5,10.8982
"26566","paid off","debt_consolidation",9.66,0.5,7.5186
"41477","paid off","home_improvement",10.95,0.5,4.49542
"31712","paid off","home_improvement",6.71,0.65,2.29556
"19136","default","debt_consolidation",16.42,0.4,10.1344
"32255","paid off","credit_card",8.38,0.5,4.80126
"44421","paid off","major_purchase",7.08,0.75,2.43493
"16478","default","debt_consolidation",32.7,0.45,6.5364
"15125","default","debt_consolidation",13.4,0.4,7.6344
"3868","default","other",1.87,0.65,4.11961
"14984","default","debt_consolidation",32.78,0.2,14.4515
"19782","default","debt_consolidation",17.27,0.6,15.9704
"17581","default","debt_consolidation",15.8,0.45,11.532
"9711","default","debt_consolidation",11.32,0.4,4.87017
"22858","default","debt_consolidation",26.06,0.35,4.76187
"28454","paid off","debt_consolidation",23.02,0.55,13.0111
"4739","default","debt_consolidation",20.04,0.45,5.23953
"11243","default","debt_consolidation",22.94,0.45,11.3066
"24981","paid off","debt_consolidation",30.96,0.6,12.5148
"7730","default","debt_consolidation",16.39,0.6,9.87042
"18260","default","debt_consolidation",14.28,0.5,5.4566
"44354","paid off","debt_consolidation",32.62,0.7,13.4966
"6332","default","debt_consolidation",27.36,0.4,5.61429
"24748","paid off","debt_consolidation",10.51,0.55,4.91676
"28072","paid off","debt_consolidation",21.71,0.5,12.9136
"34516","paid off","medical",11.35,0.7,4.41565
"9738","default","debt_consolidation",27.18,0.45,7.40174
"2667","default","home_improvement",2.16,0.45,2.56753
"35166","paid off","debt_consolidation",26.4,0.3,12.1311
"6342","default","debt_consolidation",19.15,0.35,6.771
"28692","paid off","debt_consolidation",25.94,0.5,4.12058
"31551","paid off","debt_consolidation",12.66,0.5,15.3879
"21235","default","debt_consolidation",14.88,0.5,8.3664
"10615","default","debt_consolidation",16.68,0.55,16.5639
"35721","paid off","credit_card",9.98,0.5,12.2032
"3352","default","debt_consolidation",14.54,0.5,6.6756
"18843","default","other",19.03,0.3,1.75966
"8309","default","home_improvement",19.26,0.6,13.3118
"13756","default","debt_consolidation",23.08,0.3,14.5124
"37114","paid off","debt_consolidation",1.98,0.55,2.62062
"939","default","other",9.17,0.35,2.20848
"7925","default","credit_card",7.23,0.55,2.6568
"20339","default","debt_consolidation",23.4,0.35,5.0205
"27274","paid off","other",20.96,0.75,8.6295
"1626","default","other",14.55,0.5,3.59887
"7795","default","debt_consolidation",24.79,0.3,12.916
"31096","paid off","credit_card",6.77,0.45,4.13947
"41392","paid off","debt_consolidation",12.99,0.4,5.70377
"6659","default","debt_consolidation",16.14,0.5,3.47255
"13025","default","credit_card",25.01,0.45,5.15187
"10591","default","debt_consolidation",17.02,0.55,13.8855
"40994","paid off","credit_card",4.34,0.7,14.1635
"19055","default","debt_consolidation",6.67,0.45,11.7306
"44921","paid off","other",4.08,0.4,3.40079
"18051","default","home_improvement",21.48,0.25,2.82566
"31271","paid off","other",16.19,0.5,7.33812
"37264","paid off","debt_consolidation",27.58,0.5,6.60683
"13873","default","debt_consolidation",18.19,0.25,14.8972
"23739","paid off","other",23.28,0.4,3.15374
"21650","default","debt_consolidation",14,0.35,6.32418
"25353","paid off","other",9.84,0.4,2.1474
"31066","paid off","debt_consolidation",26.14,0.75,6.88387
"13484","default","debt_consolidation",24.38,0.4,6.31813
"25078","paid off","debt_consolidation",20.99,0.3,8.0652
"366","default","medical",20.03,0.35,7.14863
"23174","paid off","debt_consolidation",5.09,0.7,5.3047
"44181","paid off","debt_consolidation",20.5,0.4,16.4859
"44140","paid off","debt_consolidation",27.04,0.35,5.853
"22302","default","debt_consolidation",16.35,0.3,13.3172
"2156","default","major_purchase",22.3,0.7,2.76312
"23950","paid off","debt_consolidation",18.7,0.6,10.8438
"40639","paid off","other",0.9,0.85,6.72519
"155","default","credit_card",23.2,0.3,14.0576
"14740","default","debt_consolidation",25.8,0.4,13.3088
"7563","default","debt_consolidation",8.94,0.4,13.4468
"16569","default","home_improvement",10.72,0.5,16.8103
"23537","paid off","debt_consolidation",16.72,0.45,9.93606
"749","default","small_business",15.63,0.55,8.41309
"22261","default","debt_consolidation",24.34,0.5,3.79504
"26711","paid off","debt_consolidation",23.8,0.55,11.5437
"14372","default","debt_consolidation",20.05,0.5,18.7111
"2648","default","credit_card",11.02,0.45,7.37784
"39859","paid off","debt_consolidation",21.3,0.65,4.71575
"31905","paid off","credit_card",8.52,0.7,1.34437
"12779","default","debt_consolidation",10.45,0.6,13.892
"30913","paid off","debt_consolidation",13.43,0.5,8.7608
"25195","paid off","debt_consolidation",22.9,0.35,9.25646
"22421","default","other",25.38,0.3,8.23371
"12626","default","debt_consolidation",24.33,0.5,14.6856
"37054","paid off","debt_consolidation",26.53,0.45,14.9401
"13915","default","debt_consolidation",6.67,0.55,13.4778
"16305","default","debt_consolidation",33.04,0.35,6.67547
"41212","paid off","debt_consolidation",15.89,0.4,8.77962
"18629","default","debt_consolidation",24.9,0.25,8.55369
"3131","default","small_business",17.21,0.6,4.97143
"39363","paid off","debt_consolidation",5.3,0.6,4.47336
"44592","paid off","debt_consolidation",13.09,0.65,9.55782
"22707","default","major_purchase",26.33,0.45,4.456
"20586","default","debt_consolidation",18.89,0.45,10.0596
"45511","paid off","debt_consolidation",23.19,0.55,2.46471
"43899","paid off","debt_consolidation",10.5,0.3,8.106
"45175","paid off","other",13.31,0.65,2.75727
"45534","paid off","debt_consolidation",12.98,0.55,7.72848
"34291","paid off","debt_consolidation",17.29,0.55,1.62875
"31991","paid off","credit_card",18.02,0.55,15.0924
"13680","default","debt_consolidation",33.17,0.3,12.1161
"14002","default","debt_consolidation",26.77,0.45,11.2306
"17812","default","other",8.66,0.55,7.98044
"29759","paid off","debt_consolidation",24.65,0.45,6.53548
"23844","paid off","debt_consolidation",20.58,0.65,11.7829
"9701","default","debt_consolidation",23.43,0.45,13.737
"10806","default","debt_consolidation",31.44,0.5,8.8452
"9290","default","debt_consolidation",29.06,0.5,9.288
"41136","paid off","small_business",8.9,0.6,7.58621
"26787","paid off","debt_consolidation",12.14,0.45,3.29741
"38778","paid off","other",2.8,0.65,16.738
"965","default","debt_consolidation",13.81,0.4,3.22006
"42941","paid off","credit_card",17.38,0.4,12.2622
"28363","paid off","debt_consolidation",27.18,0.5,13.9594
"11022","default","other",4.2,0.4,13.6548
"24454","paid off","other",7.99,0.55,7.69611
"34173","paid off","credit_card",17.93,0.45,2.58712
"5191","default","debt_consolidation",18.78,0.5,9.42
"7510","default","debt_consolidation",7.87,0.5,12.5702
"40783","paid off","debt_consolidation",15.1,0.45,6.94193
"29294","paid off","debt_consolidation",14.24,0.7,3.31516
"6128","default","credit_card",18.28,0.45,7.1875
"25518","paid off","debt_consolidation",2.81,0.55,7.76695
"26272","paid off","debt_consolidation",18.22,0.55,8.30337
"15128","default","credit_card",30.75,0.35,10.8374
"26553","paid off","home_improvement",16.03,0.6,11.637
"33080","paid off","credit_card",19.01,0.55,12.6914
"40696","paid off","debt_consolidation",6.81,0.6,3.19102
"46047","paid off","major_purchase",0.33,0.55,9.52774
"23077","default","debt_consolidation",22.58,0.35,14.9452
"6865","default","major_purchase",26.99,0.6,3.292
"45846","paid off","debt_consolidation",6.16,0.75,7.8733
"31883","paid off","other",0.4,0.65,2.70176
"45247","paid off","debt_consolidation",6.76,0.55,3.9132
"39525","paid off","home_improvement",7.12,0.5,16.781
"37748","paid off","other",10.28,0.4,7.03458
"25870","paid off","debt_consolidation",31.85,0.5,7.66584
"26791","paid off","credit_card",13.42,0.35,6.24497
"27350","paid off","debt_consolidation",21.39,0.4,11.2648
"21651","default","debt_consolidation",15.57,0.4,6.12814
"38340","paid off","major_purchase",26.36,0.6,7.54903
"32770","paid off","small_business",9.15,0.65,6.42415
"44087","paid off","debt_consolidation",9.01,0.5,3.14684
"46164","paid off","debt_consolidation",20.06,0.7,7.63151
"1100","default","debt_consolidation",9.34,0.45,16.7586
"21266","default","debt_consolidation",22.46,0.3,14.8503
"30264","paid off","credit_card",9.77,0.7,4.73712
"32535","paid off","debt_consolidation",10.04,0.55,3.96269
"22073","default","debt_consolidation",26.27,0.25,13.2382
"27810","paid off","credit_card",7.28,0.5,8.589
"38293","paid off","debt_consolidation",10.12,0.55,12.6448
"11037","default","debt_consolidation",17.12,0.5,3.65353
"31478","paid off","major_purchase",13.7,0.55,12.0684
"39343","paid off","other",16.97,0.75,8.14516
"32440","paid off","major_purchase",15.52,0.75,3.17593
"30048","paid off","debt_consolidation",17.18,0.55,10.974
"14514","default","other",26.91,0.6,0.644495
"4400","default","debt_consolidation",10.04,0.65,20.2056
"36386","paid off","debt_consolidation",23.07,0.45,10.0248
"41487","paid off","debt_consolidation",18.71,0.55,14.3944
"25196","paid off","debt_consolidation",19.3,0.35,12.7082
"44789","paid off","debt_consolidation",26.3,0.5,9.5655
"4192","default","debt_consolidation",19.96,0.5,11.5039
"33650","paid off","debt_consolidation",30.8,0.65,14.5335
"30282","paid off","debt_consolidation",21.15,0.45,3.18813
"21984","default","other",15.54,0.5,2.33032
"11151","default","debt_consolidation",22.67,0.5,7.56402
"41376","paid off","debt_consolidation",13.23,0.5,6.30411
"27768","paid off","major_purchase",2.3,0.45,3.85104
"42744","paid off","debt_consolidation",14.44,0.55,11.9382
"37027","paid off","debt_consolidation",12.45,0.45,3.95449
"37592","paid off","home_improvement",11.74,0.6,1.55224
"18654","default","debt_consolidation",28.47,0.4,20.1555
"37241","paid off","home_improvement",10.76,0.55,3.68247
"37522","paid off","debt_consolidation",5.67,0.35,2.68594
"14358","default","debt_consolidation",13.58,0.55,8.4141
"23738","paid off","other",16.59,0.5,23.1504
"2583","default","debt_consolidation",19.84,0.3,4.14273
"38600","paid off","debt_consolidation",9.32,0.6,7.19482
"16755","default","debt_consolidation",5.87,0.6,5.7163
"9509","default","credit_card",11.88,0.55,9.63899
"28796","paid off","debt_consolidation",9.16,0.7,6.91405
"14622","default","home_improvement",24.58,0.35,12.537
"13788","default","credit_card",21.18,0.4,9.09638
"4002","default","medical",11.55,0.35,3.40179
"30903","paid off","home_improvement",3.89,0.55,3.21336
"38159","paid off","debt_consolidation",24.63,0.4,2.83862
"12871","default","debt_consolidation",8.77,0.35,14.7614
"19599","default","debt_consolidation",12.72,0.5,8.41876
"31256","paid off","credit_card",17.63,0.55,5.94432
"4648","default","home_improvement",4.24,0.55,8.37069
"7521","default","credit_card",33.18,0.5,14.5082
"27532","paid off","debt_consolidation",19.73,0.6,12.0927
"5838","default","debt_consolidation",29.2,0.2,3.42765
"40817","paid off","debt_consolidation",4.47,0.55,13.2393
"3668","default","debt_consolidation",6.49,0.4,5.62005
"36072","paid off","debt_consolidation",28.46,0.65,14.2474
"21941","default","other",17.9,0.6,6.94766
"946","default","major_purchase",19.26,0.45,5.71386
"5315","default","credit_card",10.15,0.45,5.6117
"41140","paid off","debt_consolidation",9.24,0.65,5.52675
"2341","default","debt_consolidation",19.62,0.3,9.15713
"27412","paid off","debt_consolidation",19.48,0.45,8.15809
"44192","paid off","debt_consolidation",19.01,0.6,6.01305
"25161","paid off","debt_consolidation",7.93,0.6,8.19667
"615","default","debt_consolidation",20.31,0.5,9.79547
"39845","paid off","debt_consolidation",25.89,0.55,12.0418
"39070","paid off","credit_card",19.05,0.5,8.3457
"32283","paid off","other",21.74,0.75,13.9771
"43867","paid off","debt_consolidation",3.23,0.45,5.80267
"37469","paid off","debt_consolidation",11.23,0.5,9.08634
"24531","paid off","small_business",4.05,0.65,20.3412
"41648","paid off","debt_consolidation",15.57,0.65,7.374
"9915","default","debt_consolidation",20.58,0.25,11.7444
"26701","paid off","home_improvement",14.99,0.3,1.80388
"43517","paid off","debt_consolidation",18.79,0.45,7.88635
"35889","paid off","debt_consolidation",9.72,0.6,13.5472
"8951","default","home_improvement",9.26,0.3,7.04148
"10118","default","credit_card",18.28,0.5,13.4036
"18597","default","debt_consolidation",17.04,0.45,8.83571
"9330","default","home_improvement",14.43,0.35,8.08483
"37463","paid off","credit_card",8.77,0.55,4.56029
"556","default","debt_consolidation",22.03,0.6,4.22174
"36009","paid off","home_improvement",6.42,0.5,1.33548
"43146","paid off","debt_consolidation",18.17,0.35,5.27084
"16154","default","debt_consolidation",5.64,0.45,7.9848
"22230","default","debt_consolidation",33.96,0.55,8.85522
"42962","paid off","credit_card",18.93,0.55,7.91253
"36492","paid off","debt_consolidation",15.41,0.4,3.48705
"10803","default","debt_consolidation",21.07,0.45,14.0858
"10389","default","debt_consolidation",29.42,0.65,8.034
"40174","paid off","debt_consolidation",26.47,0.45,12.3234
"9205","default","debt_consolidation",10.11,0.4,5.76252
"45189","paid off","major_purchase",11.3,0.4,4.11072
"28581","paid off","debt_consolidation",22.14,0.45,14.0889
"42410","paid off","home_improvement",14.93,0.5,1.40362
"25649","paid off","debt_consolidation",18.63,0.5,11.9749
"16358","default","debt_consolidation",11.61,0.5,16.1901
"3490","default","debt_consolidation",15.47,0.5,12.3112
"43868","paid off","home_improvement",8.12,0.6,7.89876
"42871","paid off","home_improvement",19.95,0.8,2.84386
"12737","default","debt_consolidation",4.83,0.55,8.12471
"36439","paid off","credit_card",20.4,0.45,8.71635
"13211","default","debt_consolidation",23.06,0.35,15.3375
"45384","paid off","other",28.77,0.45,8.7795
"41127","paid off","debt_consolidation",20.67,0.45,16.3683
"877","default","debt_consolidation",18.36,0.65,13.3847
"11009","default","debt_consolidation",27.22,0.25,13.4989
"5369","default","home_improvement",9.1,0.45,7.406
"10279","default","debt_consolidation",32.63,0.25,6.49175
"35433","paid off","other",11.06,0.6,6.15889
"36251","paid off","credit_card",16.58,0.55,9.3432
"2314","default","major_purchase",7.82,0.5,2.74288
"24800","paid off","debt_consolidation",3.51,0.65,6.474
"41098","paid off","debt_consolidation",18.71,0.7,11.532
"32259","paid off","credit_card",4.94,0.45,6.39709
"2098","default","debt_consolidation",21.56,0.5,6.08743
"15744","default","credit_card",22.52,0.55,6.9945
"26501","paid off","debt_consolidation",13.08,0.45,4.02816
"44978","paid off","debt_consolidation",21.04,0.45,10.1937
"2921","default","debt_consolidation",21.88,0.35,12.6677
"10810","default","credit_card",24,0.55,8.83709
"27222","paid off","debt_consolidation",16.61,0.5,3.94682
"27253","paid off","credit_card",16.34,0.55,9.12044
"12331","default","debt_consolidation",22.03,0.35,18.1546
"22346","default","other",8.91,0.65,4.2273
"41693","paid off","debt_consolidation",18.11,0.75,5.92267
"11512","default","debt_consolidation",14.19,0.55,11.3549
"37976","paid off","debt_consolidation",4.18,0.5,7.46194
"35497","paid off","debt_consolidation",8.66,0.55,2.81751
"1220","default","debt_consolidation",9.15,0.6,3.91987
"32310","paid off","debt_consolidation",18.66,0.7,8.55465
"38769","paid off","debt_consolidation",21.65,0.55,9.61968
"7616","default","debt_consolidation",18.33,0.45,12.6175
"6955","default","credit_card",19.46,0.6,9.65921
"8063","default","debt_consolidation",12.11,0.45,5.4436
"3927","default","major_purchase",16.84,0.55,9.2268
"9521","default","debt_consolidation",20.59,0.45,3.37536
"24778","paid off","other",9.67,0.7,2.8816
"35839","paid off","debt_consolidation",14.14,0.8,7.00187
"23328","paid off","home_improvement",15.04,0.8,15.7932
"1552","default","debt_consolidation",16.78,0.55,2.42591
"39390","paid off","credit_card",23.99,0.45,10.5132
"44361","paid off","credit_card",28.06,0.45,8.15515
"6175","default","debt_consolidation",19.45,0.6,13.8623
"29239","paid off","credit_card",23.57,0.45,10.0703
"11975","default","credit_card",23.85,0.55,15.2084
"23360","paid off","debt_consolidation",4.2,0.45,4.77422
"9451","default","debt_consolidation",15.33,0.55,14.4763
"12448","default","debt_consolidation",15.96,0.45,9.59928
"44584","paid off","debt_consolidation",19.43,0.4,7.7774
"16488","default","debt_consolidation",20.1,0.3,3.36
"30312","paid off","credit_card",8.13,0.6,3.3053
"18818","default","debt_consolidation",12.21,0.5,18.9654
"37423","paid off","debt_consolidation",26.29,0.7,1.46106
"9947","default","debt_consolidation",19.56,0.25,2.14677
"24923","paid off","home_improvement",7.18,0.8,6.77921
"17474","default","debt_consolidation",4.18,0.5,7.09961
"7594","default","debt_consolidation",16.73,0.55,8.78008
"31091","paid off","home_improvement",4.13,0.55,3.0828
"29337","paid off","credit_card",14.1,0.65,9.0981
"42862","paid off","other",8.49,0.4,4.81817
"12101","default","debt_consolidation",31.09,0.55,11.0389
"36847","paid off","debt_consolidation",19.77,0.75,1.6332
"27173","paid off","debt_consolidation",17.5,0.5,2.21247
"6347","default","other",18.32,0.45,5.71205
"26708","paid off","debt_consolidation",12,0.25,16.1749
"19862","default","debt_consolidation",22.18,0.35,12.9092
"14628","default","credit_card",16.42,0.55,12.6352
"41734","paid off","debt_consolidation",18.69,0.55,14.1346
"40977","paid off","home_improvement",29.5,0.45,6.5268
"43792","paid off","other",1.23,0.6,2.81581
"9972","default","credit_card",13.8,0.45,12.6518
"13254","default","debt_consolidation",16.49,0.4,8.67154
"9802","default","medical",24.33,0.7,3.359
"44928","paid off","debt_consolidation",13.42,0.55,1.17038
"22395","default","credit_card",3.09,0.7,8.01336
"34595","paid off","other",13.55,0.45,4.75707
"34821","paid off","other",5.49,0.7,4.31409
"20545","default","debt_consolidation",16.1,0.2,5.79972
"2203","default","debt_consolidation",22.49,0.4,3.72212
"26984","paid off","other",10.73,0.45,8.05275
"12994","default","debt_consolidation",18.83,0.35,6.48395
"4621","default","debt_consolidation",16.55,0.45,6.79318
"28821","paid off","other",14.46,0.65,6.78692
"31207","paid off","credit_card",9.59,0.5,2.29968
"34993","paid off","credit_card",2.31,0.65,2.0769
"32738","paid off","credit_card",26.25,0.65,4.28515
"38927","paid off","debt_consolidation",16.12,0.35,6.69905
"22908","default","debt_consolidation",31.15,0.5,15.4532
"26438","paid off","credit_card",5.48,0.65,7.688
"1783","default","other",21.17,0.3,1.894
"45445","paid off","debt_consolidation",22.59,0.6,6.22827
"10866","default","debt_consolidation",13.49,0.7,10.0565
"24652","paid off","home_improvement",18.72,0.4,4.2319
"34216","paid off","debt_consolidation",15.38,0.6,8.5488
"25873","paid off","credit_card",11.85,0.6,11.1965
"10691","default","credit_card",18.58,0.6,6.19065
"22806","default","debt_consolidation",29.5,0.55,15.8841
"43677","paid off","major_purchase",14.06,0.6,7.34553
