RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05
Kewaunee,WI,Green Bay,55,61,80500,80000,80000,80600,81500,82000,82400,82500,82800,83300,84000,84700,85700,86500,86900,86700,86300,86800,88700,90900,92900,94700,95900,96400,96600,96300,95700,95500,94800,94000,93900,94800,95400,95300,95400,96800,98500,99200,100200,101900,103500,104300,103900,103100,102800,102200,102100,103500,105400,106700,107700,108300,108700,108800,109500,110400,111000,111200,111800,112200,113200,115300,117000,117000,116400,116100,115100,114100,114400,115400,115400,114200,112500,111300,111100,112100,113900,115700,116900,116900,116900,117300,118200,119400,120500,121000,120700,119700,118500,117700,117800,118200,116800,114800,113100,111800,110500,110100,110500,111600,112600,113700,114600,115400,116000,116800,118000,119400,121000,121500,120500,118800,117300,116200,115500,115400,115400,115600,115800,116300,116600,117100,118400,119900,120800,121300,121100,120600,120300,120400,120400,120100,119700,119400,118800,118300,118400,118600,118400,118100,118200,117600,115900,114000,112800,111600,110600,111700,113400,114200,114800,116500,118700,121100,123100,125000,127300,129500,132100,132700,133300,134600,135500,135000,135800,137100,138300,138100,136400,134000,131800,130000,128200,127100,127100,127500,126500,124900,123600,123000,122500,122000,121500,121000,120300,119700,119200,118600,117900,117700,117700,117700,117200,117300,117900,117900,117200,116600,115500,114600,114200,113900,113500,113600,114400,115300,115300,114500,113500,113500,114200,115100,115300,115100,115100,114600,114100,114300,115400,116200,116700,115900,114600,113100,111300,109900,109900,110500,111200,111800
La Paz,AZ,,4,12,55600,57100,58200,59600,61300,63200,63700,62300,60700,60200,60000,59900,59300,58700,58000,57300,56600,57100,58000,58300,57200,55700,55000,55200,55500,55600,55300,54600,53900,53400,53800,55500,58300,61200,63300,64900,66700,68200,69500,71300,72700,72800,72600,72900,73300,73200,72800,71800,70800,70300,70000,69100,67800,66600,65700,64700,64000,64300,65100,64700,63600,63400,63700,64100,65000,65800,66600,67400,68100,67900,68200,69500,70300,69600,68800,68800,69100,69400,69900,70300,70500,70300,70300,70700,71900,73800,75800,77200,78400,79700,80500,80900,82000,84800,87900,89600,90300,91000,91600,92600,93700,94800,96300,97700,99500,101600,103500,105600,108800,112700,116800,120100,123200,126600,130200,133300,134700,134000,133600,134900,136900,138900,140800,143600,147300,150100,151800,153900,156500,159100,160600,160300,158500,156500,155500,154600,151200,146900,144900,144500,143100,142000,141500,140900,138700,136400,134700,133600,133200,133400,132400,131300,131300,131100,130100,129400,129500,129100,127800,125600,123300,121500,120600,119500,117900,116500,115100,114100,113700,113100,111100,109000,107900,107100,106400,105300,105200,105700,106000,104900,105100,106900,108600,108700,108200,107900,107600,107200,106600,106200,105800,106100,106900,107300,107100,107000,107400,108000,108000,107300,106400,105100,104200,104100,103100,101900,101900,102800,103200,103900,105500,107900,109700,111700,114700,116600,116700,115000,113600,114900,118400,120100,119500,118300,117100,115700,114400,113800,114100,114400
Washington,NE,Omaha,31,177,82900,83200,83300,83200,83200,83300,83300,83400,84000,84200,84400,84900,85600,86200,86300,86300,86400,86800,87500,88700,90100,91100,91900,92900,93400,93600,94800,96900,99000,101000,102400,102300,101600,101400,101800,103300,105300,106400,106500,107100,107500,106200,104300,104000,104600,105400,106100,106500,106500,107300,108600,110600,112200,113100,114300,115100,114900,114400,114200,113800,113200,112400,112100,111800,111900,113200,114600,114800,115600,117500,118400,118100,118700,120100,120200,118800,118000,118100,119100,119800,119100,118200,118200,118400,118100,118200,118900,119300,119300,118900,118600,119200,120200,120800,121000,121200,121600,122000,122400,123300,124600,125700,126300,126600,127000,127200,126800,126400,126400,126800,127100,126800,126100,125400,124800,124500,124400,124500,125800,127500,127800,127300,127000,126500,125600,125400,125700,126100,126900,127300,127300,127900,128500,128600,128300,128600,129300,129600,129000,128100,127000,126100,125100,124400,124300,124900,126800,129800,132200,133400,133400,132900,133900,137000,139600,140200,140300,139600,137400,135200,133400,131000,129300,129100,128700,127400,126300,125900,126000,125800,125700,125800,126800,129100,132700,134900,135100,134700,135000,135200,134700,133500,132200,130800,129800,129200,128300,128200,128600,128600,128900,129800,130600,132000,133300,133000,131600,130500,130200,130400,131200,131500,131000,130600,131000,131600,131600,131800,132600,133600,134000,134200,134900,135800,135900,135200,135300,137100,139600,142000,144400,146500,148500,149900,149100,147400,146900,148000,148800,149000
Kent,MD,,24,29,103200,101600,101900,102400,102300,102300,103200,104000,104400,103200,101900,102000,103500,105500,106700,108700,110800,111700,111200,111600,112500,114700,117800,119900,121400,123200,124200,125100,127700,131000,133300,134200,134200,132600,132700,136400,139500,138100,134900,132300,131700,133000,134700,135800,136900,138100,138700,139000,140100,142000,144300,145700,146500,146100,144700,143500,143400,143000,142900,143700,143700,142200,141000,140700,140200,140300,141100,142300,143700,146300,148800,150900,152200,153700,155700,157600,158000,156400,154900,154500,154700,154800,154300,152600,151200,150900,150800,151800,152800,153900,156100,159000,161800,165000,168300,171400,175000,178800,182700,186100,190000,195300,199900,203300,207000,211400,214400,216800,221200,228400,235300,241000,247000,253600,260600,265700,268000,268100,268400,269000,269200,269500,271000,271400,269900,267700,265800,265500,265800,266600,268300,270100,270600,270700,270800,270000,268200,266700,265500,264000,262700,261200,258300,254100,250400,247200,243000,239600,239800,238900,236400,234900,235200,236200,237200,237800,237800,237200,236300,235900,235400,235800,236600,235900,234500,233200,232200,233100,234300,233700,232800,233100,232200,229700,227500,226000,223500,220800,219800,218600,215700,211800,208400,205500,203800,203500,204100,204600,204600,204900,204600,203800,202300,200200,198800,198500,197700,195700,193800,192600,191300,190300,190000,190700,191400,192000,193100,193500,193400,193200,193700,194200,194800,195800,196600,199200,205700,212200,214200,214200,215400,216200,215700,214600,214300,213600,211900,208900,205300,202200
Carroll,IN,Lafayette,18,15,63600,64300,64500,64200,64200,64500,64900,65100,65800,67200,68800,70000,71100,72400,73700,74700,75100,75100,75600,76500,77000,76700,76400,76300,76100,76000,76100,76300,76100,75700,75300,75100,75100,75300,75700,76600,77500,78100,78700,79300,79700,80100,80200,80100,80000,80200,80600,81100,81700,82500,82800,83500,84500,85100,85200,85600,86300,87100,88200,89400,90300,90900,91500,91800,92200,93300,94100,94500,94900,95100,94900,94800,94000,92800,91600,91200,90700,90100,89600,88900,88500,88600,88600,88200,87900,87500,86800,86500,86900,88400,90500,92500,93900,95000,95900,96700,97700,99100,100400,101800,102500,102100,101600,101800,101700,101500,101700,101200,101000,102300,103900,104200,104300,104400,104500,104300,104200,103400,102200,101200,99900,97700,96600,97000,97300,97000,96900,97100,97700,98000,98000,98200,99000,99500,100600,102300,103600,102900,101900,101500,100700,99700,99400,99700,100800,102500,100800,97400,95800,95400,94700,94800,94800,94700,94900,95100,95200,95300,95000,94200,92700,90700,89100,88400,86700,84600,85000,85900,84300,84500,84500,84500,84100,86600,89100,91400,93200,94400,92800,91400,89200,85500,84600,84600,85100,87100,87300,84600,83800,83600,83400,85100,85700,85100,88600,93000,93900,93500,94400,93700,93200,94300,95800,96000,97300,97700,99100,100600,101600,100900,101300,101200,100500,100400,101000,102500,107700,111800,107800,103600,103300,102700,102300,102400,106400,113100,114500,110000,108600,109400
Orange,IN,,18,117,59700,61000,61100,60300,59600,59300,59700,60500,61000,61300,61000,60000,59300,59100,59100,59700,60700,61200,61100,60900,61100,61000,61100,61400,61500,61300,61700,62500,63500,64500,65200,65900,66500,66900,67300,68100,68600,68600,68700,69100,69300,69400,69200,68700,68300,68300,68800,69400,69800,69800,69900,70100,70200,70000,70100,70200,70300,70600,71500,72800,73700,74400,74700,74100,73200,72300,71300,70600,70200,70500,71500,72700,72700,72000,71500,71300,70700,70100,70200,70400,70300,70200,70200,70100,70400,71100,71700,71600,71000,70500,70600,70800,72000,74300,76000,76200,76700,77700,78600,80600,84400,87800,90300,92100,92600,92200,91600,90300,89100,89200,89900,90400,90500,91400,91900,91700,90000,86500,82200,79600,78000,76700,74600,72300,70500,69200,68200,67600,67600,67600,68000,68800,69300,69100,69200,69800,70100,69800,69300,69000,69100,69500,69500,69700,70200,70200,69800,69700,69700,69800,69800,69700,69600,69400,69400,69600,69900,69900,69900,70200,70000,69000,68200,68200,67700,68200,70500,71800,71400,71500,71500,71100,70800,71000,70400,69200,69800,70900,69700,68900,69500,69300,68500,68700,68100,66300,63900,63300,64300,65300,66600,67000,67400,69200,70600,69400,69300,72100,75500,76000,74400,74200,75100,76700,76300,74900,76400,78700,79300,78700,81600,85500,85600,82200,80500,79400,79400,80300,80600,80900,81700,82900,83100,83300,84900,86600,86700,86000,85200,84800
Lampasas,TX,Killeen,48,281,87100,88000,88300,88600,89000,88500,88700,90500,94400,97300,98900,100100,101100,102100,104000,105000,105000,105200,104600,104400,106000,107500,107500,106600,105700,105500,105900,106500,107100,108200,108600,108600,108900,109500,109000,109400,111000,113300,115200,116600,116900,116800,117900,119400,119400,118100,118000,119300,120600,120000,119300,119600,120100,121700,124700,126800,125500,122700,121500,121000,119600,119300,120800,122200,122700,122200,121000,120500,121200,121900,122100,122300,123400,124900,124000,122200,122400,123500,123600,123000,122400,123500,125600,126500,125800,124800,124900,125900,126500,125600,125100,125000,126300,128200,129200,129200,130900,132100,132300,133000,134500,135000,134600,133900,133600,134500,136600,138600,139800,141100,140400,138700,138500,140300,142200,143200,143000,142100,142800,145700,146600,145700,146900,149600,150000,150000,150500,152200,153700,154600,153500,152700,152600,154400,157100,158700,159100,160200,160300,158900,158200,157700,155400,152700,152400,151200,149400,149900,152600,153900,155100,156100,158000,160700,162800,163800,165000,166800,167800,167400,164600,160700,158600,157600,156100,154200,152400,150900,148600,147100,147800,148800,148000,147000,146400,147500,149800,148800,147300,146700,145700,143100,140900,137800,136200,136600,138100,138700,136800,134700,135200,134800,132900,132500,132700,131500,130500,130400,131600,132500,131400,130400,130900,130900,131900,134200,133500,132400,134400,136200,135300,134900,135600,138000,139000,141100,144100,145100,144300,145600,146200,145900,144700,142600,142100,143100,144000,144400,144200,144000
Perry,IN,,18,123,56900,57600,56800,55500,54900,55500,57000,58200,58200,58200,58300,57900,58000,58700,59600,61300,63300,64000,63800,63700,63900,64000,64400,64800,64700,64500,64900,65200,65100,64900,64900,65700,66700,67100,67500,68300,68700,68900,69400,69800,69900,70100,70100,69600,69200,69200,69500,70000,70700,70800,70700,70600,70500,70500,70600,70800,70900,70900,71800,73000,73500,74000,74700,74300,73600,73200,72100,71200,71400,72300,73200,74300,74800,74600,74100,74000,74100,74200,74500,74300,74200,74100,74100,74100,74800,75400,75800,76000,76100,76400,77100,77400,78000,79500,80800,80800,80600,80900,81500,83000,85100,87000,88500,89900,90600,90700,90100,88900,87900,88200,88700,88800,88400,88100,87900,88000,86900,84600,82400,81400,80800,80200,79700,79100,78300,77700,77700,78600,79400,79200,79000,79800,80000,79200,78100,77800,78000,78000,77300,76700,76800,76900,76300,75900,76400,77200,77400,77000,76400,76300,76300,76300,76300,76200,75900,76000,75900,75900,76000,76000,75200,74200,73700,73400,73600,74500,75000,72900,72600,73200,73900,74200,75400,75200,76300,76200,75200,75500,78400,81300,82700,83600,84300,85500,86400,86200,84600,84000,84700,85000,84000,81800,79900,78100,78000,78300,77800,77600,79100,80100,80100,80900,82200,82200,80000,78600,77000,76600,76700,78100,75700,72400,71300,69900,69500,73800,77700,77500,77500,77200,77500,78500,79600,80600,81000,81000,80600,80200,80400,81400
Smith,TN,Nashville,47,159,67900,68000,67800,68400,69900,71700,72900,73900,73900,73400,73100,73400,73900,74300,75100,75800,75700,76000,76300,76000,75700,76300,76600,76800,77600,78100,78000,77800,77500,77300,77900,78300,78300,78300,78300,77800,77800,78300,78600,78700,78900,78700,78000,77700,77300,76900,77200,77700,77600,77300,77000,77100,78200,79400,79800,79900,80400,80800,81500,81600,80700,80500,81400,81900,81400,80600,79800,79300,79700,80100,80000,80500,81800,82700,82800,82600,82800,83500,84600,85700,86000,85700,85400,85400,86000,86300,86000,86100,86400,86500,86400,85900,85400,86000,87400,88000,87900,88100,88500,88300,87700,87300,87800,89000,90000,90200,89700,89300,88900,88600,88600,89300,90500,91600,92400,93800,96000,97800,98800,99500,100000,100200,101000,102300,103200,103600,103500,103100,102400,102000,102000,102500,103600,104900,105400,105700,106200,106700,107400,108100,108100,107700,107400,107500,107500,107300,106800,106100,104700,103500,102800,101600,100600,101000,102200,102700,103200,104000,104600,104800,104800,104800,104700,104700,104800,105000,105200,105300,104900,104700,104300,103600,103600,103900,103400,102800,102600,102300,101700,101100,100500,99800,99200,99100,99200,99200,99200,99100,98700,97800,97000,97100,97800,97800,96800,95600,95200,95400,95800,96300,96100,95700,95300,94700,93800,93400,93600,94400,94500,94300,94500,95000,95700,96300,96800,97900,99400,101200,103300,105700,107900,109600,110500,111300,112900,115300,117100,117600,117600,117700
Union,TN,Knoxville,47,173,58000,58000,58500,59300,60200,60100,59000,58200,58300,58900,60100,60900,61500,62400,63500,64300,64500,64900,65300,64500,63700,63600,63400,62600,62600,63000,63200,63800,65000,65800,66700,69100,71400,72600,73300,74300,75000,75500,76200,76600,76100,75200,74400,73400,72700,71900,71400,71100,70800,70500,70200,70100,70000,70900,72400,73500,73800,73900,74000,74500,75500,76000,76400,77000,77600,78000,78400,78400,78400,79400,81200,83200,85000,86100,86200,86000,86500,87700,88200,88600,89000,89000,88700,88400,88000,88000,88300,88700,88900,88800,89500,91100,92600,93600,94400,95100,94600,93600,93300,93700,94800,96000,96600,96900,97400,98300,98600,98600,99500,101100,101800,102500,102700,102800,103300,104600,106100,107100,108000,108800,110100,112000,114700,116600,117900,118800,119500,119800,119400,118800,118500,118400,118400,118400,118200,117700,117000,116000,114800,113100,111100,109400,108400,107500,106300,105200,104200,103400,103400,104100,104100,103000,102700,103900,105300,105800,106100,105900,104800,103000,101500,100600,100700,101300,102400,103000,103000,102300,101700,100900,101100,102200,103200,103000,102300,102300,102500,102500,103100,104400,105700,106400,106600,106300,105200,104000,103100,102200,101500,100800,99300,97800,97100,96400,95300,94600,94400,94300,94000,93600,93100,92900,93100,93000,93100,94500,96100,97100,98300,99400,100000,100900,101800,101500,101300,101800,102600,103500,104800,106100,107700,109700,112100,114800,116700,117800,119100,121100,122000,121900
Dekalb,TN,,47,41,62700,62800,64200,64400,63900,64000,64700,65600,65300,63900,63200,63300,64100,65800,66300,66200,66600,67200,67800,68500,69800,71300,71800,71400,70600,69800,69400,69500,69000,68100,67200,66800,67000,67300,67300,67300,67300,67300,67400,68300,69900,71500,73000,73200,71700,71400,72500,73500,74700,76000,76700,76100,75300,75100,75200,75100,76000,76800,77000,77000,77200,76300,75100,75000,75900,76400,76300,76100,75800,75800,76000,76400,76600,76500,76500,76900,77400,77800,78200,78800,79400,79200,78800,78600,78500,78600,79100,79500,79800,80000,80100,80400,80900,81900,83200,84800,86100,86600,86600,86600,86900,87800,88700,89500,90200,90800,91000,90900,90700,91200,92700,93800,94000,93600,93000,93400,94500,95400,95700,95900,96500,97600,98500,99200,98900,99000,100400,101500,100300,98800,98600,99000,99000,98600,98500,98800,99500,101100,102200,102000,100800,99200,97000,95100,93900,93300,92600,92000,91400,89300,86800,85000,86000,88900,91400,92200,93200,93900,94100,94600,95600,97000,98100,99600,101300,102600,103300,103700,104400,105300,105800,105700,105700,105700,105300,104700,103600,102100,101700,101900,101900,101600,101200,100600,100600,100900,101100,101300,101700,102300,103100,103700,103900,104400,104800,105000,104600,104400,103600,102300,100800,99500,98000,96400,95100,95000,95600,95300,94600,94700,96600,99900,103200,105900,108800,113800,117700,118900,119600,122000,123400,123700,124400,125600,125900,124600,123200,122600,122800,123000
Inyo,CA,Bishop,6,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296100,301000,303500,304900,305700,306200,306300,306700,302800,296700,294100,293300,290500,288500,287400,285900,284000,282200,282300,284400,283300,278100,272800,269300,266500,263800,262000,262100,263300,263500,264100,266800,268200,265100,260800,259100,259200,259400,259200,259300,260700,263200,265500,268100,268300,265700,263800,263800,264500,265900,266400,265900,266200,267000,268300,271600,274800,275900,275200,274300,273800,274300,276100,278500,280700,282800,287500,293100,293900,289900,288800,292000,294200,294800
Humphreys,TN,,47,85,52300,53600,54300,54400,54300,54700,55200,55700,56600,57700,58500,59200,59800,59400,58900,58800,59200,59700,60400,61000,61300,61700,61500,61300,61400,61800,62400,63100,63700,64300,64900,65100,65000,65300,65700,66300,67100,68100,68800,69900,70800,70900,70700,70200,69100,68100,67700,67600,67700,67500,67000,66500,66000,65500,65100,64800,65200,66500,67800,68600,68600,68900,69800,71200,72900,74200,75100,76300,76800,76100,75600,75400,74600,73900,73800,73300,72700,72500,72900,73500,74000,74600,75400,76200,76700,76500,76200,75900,75500,75100,74800,74500,74600,75000,74700,74200,74200,74400,74400,74000,73600,73400,73100,73200,73000,72700,73300,74600,75800,77300,79000,80600,82200,83700,84900,86000,86600,86500,86200,86100,85700,85300,84700,83800,83200,83100,83300,82900,83000,83800,84500,84800,85700,86800,87700,88600,89500,89400,88600,88300,88400,88400,87600,86500,85900,85200,84200,83600,83200,83000,83100,83000,83000,83600,84400,84200,83200,82600,82400,82400,82300,82600,83200,84500,85500,85900,86300,87100,88200,88800,89100,89100,89000,88900,88900,88700,88700,88300,87200,85900,84800,84100,83900,84000,84000,83600,83200,83100,82900,82500,82400,83000,84400,85400,86200,86800,86200,84900,83600,82300,81500,81200,81300,81800,82300,82400,82200,82200,83700,86400,88700,90000,90400,90400,90500,91500,92900,93900,94400,95400,96700,97200,97300,97400,97800,98400,100100,100900,100000,98800
Unicoi,TN,Johnson City,47,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91900,93000,93400,92800,89800,86100,84500,84900,85100,84900,85800,86600,86600,86200,86000,86600,87300,86300,84700,83800,83500,83100,81900,80300,79600,80000,80900,81500,81400,81400,81800,82500,83300,84100,84400,83900,82900,82200,81700,81200,81300,81700,81800,81700,81600,82000,82900,84000,84900,85200,85500,86600,87300,87400,87300,88800,91100,93600,95200,95700,95300,95400,95600,95100,94300,93200,92200,91400,91000,91000
Mariposa,CA,,6,43,98400,97100,95900,95400,95400,95600,96700,99200,101000,101900,103400,106100,106600,105800,105400,106100,106300,104700,101200,98800,97800,95600,94500,93000,93200,,,97300,102300,102600,102500,101600,98800,97400,99200,101000,101000,100500,102000,103000,102900,102200,101200,100600,101200,99000,97400,97200,95500,95000,94600,92300,90900,92000,93100,97000,102100,105300,105900,106800,108700,110500,110300,111400,113500,114500,113300,111000,108100,106200,106200,106400,105100,104800,107400,109000,110100,111700,114600,117800,121800,126000,130100,135600,142400,146900,147900,149800,153300,158100,162700,165900,169300,173900,177400,178700,181700,187200,194700,201400,204400,208800,218800,228400,233800,239400,242700,245100,249100,254400,258800,263500,268500,272800,277500,280500,281600,281900,286000,295400,301800,303600,310200,320700,329600,333800,332000,332500,339600,343400,341600,336800,333200,331000,327700,317400,302100,290000,282000,275700,272100,273000,273700,272300,270000,268900,262100,257100,259200,258900,252200,246000,240900,235700,230700,224300,218700,213300,209900,207900,206500,206000,208200,211300,212900,213400,215100,217400,218900,219800,220200,220600,220600,220000,218700,216500,213300,210100,206300,202600,199100,194900,189000,183200,179300,177800,177200,176400,176100,177400,178700,179600,181400,183700,185400,187100,188200,187700,187800,188200,188600,187700,188400,190600,192100,192000,194500,198700,201000,201500,202300,203000,203100,204300,207500,213600,222000,228900,233100,235700,240200,246500,251600,252800,252300,251000,250400,249800,247500,245100
Johnson,TN,,47,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95200,94500,92900,91500,90800,89500,88400,88000,88000,87800,88100,88800,88700,88400,88600,89700,90500,91000,90900,90500,89700,89300,89600,90900,92300,93500,94100,94200,93800,93700,94200,94400,93700,93100,92600,91800,91900,92400,93000,93100,91400,88900,87400,87500,88500,89600,89900,90200,90800,91400,92300,94100,95600,96100,96100,97200,99800,102600,104200,104700,104800,105500,107000,107900,107100,105100,103700,102900,100500,97500
Pike,GA,Atlanta,13,231,84100,86200,87800,87600,86600,86500,87500,88100,88000,87800,88700,89900,89900,89800,91700,94200,95600,96800,98100,100200,102100,103200,103500,106600,109900,110300,110200,111800,113300,113200,113000,113200,113400,113800,115200,115900,115400,115500,116200,116800,116000,115300,116600,118600,119100,119500,120700,121000,120700,121300,122000,122200,125800,129600,131000,130600,131500,133300,135200,134500,135300,137700,137300,134400,132900,132100,130900,129400,128200,127600,126800,126100,124700,122900,122500,123600,124000,123900,124900,126800,128600,130200,131700,133600,135600,136600,136000,135200,134900,135200,134800,134300,134000,133200,132600,133200,134200,135400,137200,139700,141100,141900,142500,143500,144100,145200,146000,146800,147600,148700,150300,151700,152800,153600,154500,154900,154300,152600,150800,149500,148800,148900,149300,150000,150900,151400,152500,154300,155600,156200,157900,160100,160600,160500,161200,161600,161400,161400,160300,158700,157100,155600,153600,151600,150100,148700,146800,145300,144900,145200,145700,145400,147800,152900,156700,158000,158700,158500,157900,157100,155300,153700,152700,152900,153500,153300,152700,153200,153900,154000,153800,154500,155800,157700,160000,161800,162400,163200,163000,161200,159700,158900,157900,156300,154200,151700,148700,145600,143200,140400,138400,137300,135700,133600,132500,132000,132100,131900,131700,131800,132000,132400,133200,133800,134500,135900,137700,139400,139500,138500,138300,139600,140800,141400,141400,142500,146300,152200,156200,157700,159800,163300,165600,166100,164400,163200,165600,169700,172200,173800
Morgan,GA,,13,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245200,251900,254000,257500,263200,263200,257100,248700,246400,248700,248700,243800,240800,239900,236800,232800,229500,228200,227700,231900,237900,240800,243100,246300,243200,239000,239300,240200,238100,236800,236500,234400,228700,224500,224100,223600,223900,224800,227200,227200,221800,216900,218700,220500,218300,216300,214100,210800,208100,206000,203900,202300,205300,212200,216100,215700,216900,218600,217000,213400,210800,209500,208200,207700,206800,203600,200400,197200,191800,185300,180800,179100,179400,179200,178200,178500,179900,179800,177700,176300,178100,181600,183500,183900,184000,183900,184400,185900,187400,188800,190700,194400,196100,193500,188300,184500,182000,181400,181300,182400,185100,188100,191100,187000,181900,184700,193400,196800,198700,200100,199900,199200,199000,198400,197000,195300,194300,194800
Chaffee,CO,,8,15,128300,127900,127800,128700,129000,127600,124400,121500,120000,120300,120900,120800,120700,122200,124100,124800,124700,125700,127700,128900,128600,128600,130200,132100,132400,131900,131500,132300,134400,137200,139800,141200,141300,141400,142400,144300,146500,147500,148300,149700,151400,152600,154200,156000,157400,157800,159300,160300,160900,163200,167000,170100,172400,172400,171500,171400,171700,172800,173300,173600,173600,173800,174700,176200,176300,174900,173000,171200,173000,176200,177000,177300,180700,183700,184600,184700,186400,189700,193600,198900,204600,208200,210300,211300,212200,212000,210200,209500,210600,210700,209300,207800,205900,204900,205700,207800,208400,209000,210400,211000,209900,211400,215200,218700,220600,222900,224900,226700,227900,228500,227600,226900,228700,231400,234500,237000,238600,237600,236100,234400,233200,234300,236200,236100,235200,236100,236900,237600,238100,238300,239200,241800,244600,247400,251400,255600,257500,258200,260400,262800,263800,264200,266200,268500,270000,270400,271700,273100,274300,273900,271700,269200,269400,273500,276800,276700,275700,275600,275500,275700,275500,274200,272200,270600,270800,271800,272300,273200,273400,272500,271700,272600,274300,275800,277400,279900,281400,281700,281300,281100,280800,281100,280800,280200,279600,278800,278100,274900,269500,263100,257900,255300,254900,254600,255600,257000,256900,256000,255700,256200,256700,257200,257100,255800,254400,254700,255700,256900,258700,261100,262600,263400,265000,267100,268700,270500,271900,272200,272200,273500,274900,275300,275400,277200,279600,281600,284700,289100,293900,297900
